
491,491,350,122,RIGHT,108,28,2147483647,32,190,true,,491,RIGHT,,491,0
492,492,350,123,LEFT,86,24,20,28,190,true,,492,DOWN,,492,0
493,493,350,123,DOWN,111,16,2147483647,20,190,true,,493,LEFT,,493,0
494,494,350,123,LEFT,102,16,2147483647,20,190,true,,494,LEFT,,494,0
495,495,350,123,RIGHT,107,28,2147483647,32,190,true,,495,LEFT,,495,0
496,496,350,124,LEFT,84,29,21,30,190,true,,496,UP,,496,0
497,497,350,124,DOWN,109,19,2147483647,20,190,true,,497,DOWN,,497,2
498,498,350,124,LEFT,100,17,2147483647,20,190,true,,498,UP,,498,2
499,499,350,124,RIGHT,105,29,2147483647,30,190,true,,499,RIGHT,,499,2
500,500,360,125,LEFT,83,29,21,30,189,true,,500,RIGHT,,500,0
501,501,360,125,DOWN,108,19,2147483647,20,189,true,,501,RIGHT,,501,0
502,502,360,125,LEFT,99,17,2147483647,20,189,true,,502,RIGHT,,502,0
503,503,360,125,RIGHT,104,29,2147483647,30,189,true,,503,DOWN,,503,0
504,504,360,126,LEFT,81,30,22,32,189,true,,504,DOWN,,504,0
505,505,360,126,DOWN,106,18,2147483647,20,189,true,,505,UP,,505,0
506,506,360,126,LEFT,97,18,2147483647,20,189,true,,506,RIGHT,,506,0
507,507,360,126,RIGHT,102,26,2147483647,28,189,true,,507,UP,,507,0
508,508,360,127,LEFT,80,30,22,32,189,true,,508,RIGHT,,508,0
509,509,360,127,DOWN,105,18,2147483647,20,189,true,,509,RIGHT,,509,0
510,510,360,127,LEFT,96,18,2147483647,20,189,true,,510,RIGHT,,510,0
511,511,360,127,RIGHT,101,26,2147483647,28,189,true,,511,LEFT,,511,0
512,512,360,128,LEFT,78,31,23,34,189,true,,512,LEFT,,512,0
513,513,360,128,DOWN,103,17,2147483647,20,189,true,,513,UP,,513,2
514,514,360,128,LEFT,94,19,2147483647,20,189,true,,514,DOWN,,514,2
515,515,360,128,RIGHT,99,2147483647,2147483647,26,189,true,,515,UP,,515,2
516,516,370,129,LEFT,77,31,23,34,188,true,,516,DOWN,,516,0
517,517,370,129,DOWN,102,17,2147483647,20,188,true,,517,LEFT,,517,0
518,518,370,129,LEFT,93,19,2147483647,20,188,true,,518,UP,,518,0
519,519,370,129,RIGHT,98,2147483647,2147483647,26,188,true,,519,LEFT,,519,0
520,520,370,130,LEFT,75,32,24,36,188,true,,520,UP,,520,0
521,521,370,130,DOWN,102,16,2147483647,20,188,true,,521,RIGHT,,521,0
522,522,370,130,LEFT,91,16,2147483647,20,188,true,,522,LEFT,,522,0
523,523,370,130,RIGHT,98,2147483647,2147483647,24,188,true,,523,LEFT,,523,0
524,524,370,131,LEFT,74,32,24,36,188,true,,524,RIGHT,,524,0
525,525,370,131,DOWN,103,16,2147483647,20,188,true,,525,DOWN,,525,0
526,526,370,131,LEFT,90,16,2147483647,20,188,true,,526,LEFT,,526,0
527,527,370,131,RIGHT,99,2147483647,2147483647,24,188,true,,527,RIGHT,,527,0
528,528,370,132,LEFT,72,37,25,38,188,true,,528,LEFT,,528,0
529,529,370,132,DOWN,103,19,2147483647,22,188,true,,529,LEFT,,529,2
530,530,370,132,LEFT,88,21,2147483647,22,188,true,,530,DOWN,,530,2
531,531,370,132,RIGHT,99,2147483647,2147483647,22,188,true,,531,LEFT,,531,2
532,532,380,133,LEFT,71,37,25,38,187,true,,532,RIGHT,,532,0
533,533,380,133,DOWN,104,19,2147483647,22,187,true,,533,RIGHT,,533,0
534,534,380,133,LEFT,87,21,2147483647,22,187,true,,534,LEFT,,534,0
535,535,380,133,RIGHT,100,2147483647,2147483647,22,187,true,,535,RIGHT,,535,0
536,536,380,134,LEFT,69,38,26,40,187,true,,536,DOWN,,536,0
537,537,380,134,DOWN,104,22,2147483647,24,187,true,,537,UP,,537,0
538,538,380,134,LEFT,85,18,2147483647,20,187,true,,538,RIGHT,,538,0
539,539,380,134,RIGHT,100,2147483647,2147483647,20,187,true,,539,UP,,539,0
540,540,380,135,LEFT,68,38,26,40,187,true,,540,LEFT,,540,0
541,541,380,135,DOWN,105,22,2147483647,24,187,true,,541,UP,,541,0
542,542,380,135,LEFT,84,18,2147483647,20,187,true,,542,LEFT,,542,0
543,543,380,135,RIGHT,100,2147483647,2147483647,20,187,true,,543,UP,,543,0
544,544,380,136,LEFT,66,39,27,42,187,true,,544,RIGHT,,544,0
545,545,380,136,DOWN,105,25,2147483647,26,187,true,,545,RIGHT,,545,2
546,546,380,136,LEFT,82,17,2147483647,18,187,true,,546,UP,,546,2
547,547,380,136,RIGHT,98,2147483647,2147483647,18,187,true,,547,DOWN,,547,2
548,548,390,137,LEFT,65,39,27,42,186,true,,548,UP,,548,0
549,549,390,137,DOWN,106,25,2147483647,26,186,true,,549,DOWN,,549,0
550,550,390,137,LEFT,81,17,2147483647,18,186,true,,550,RIGHT,,550,0
551,551,390,137,RIGHT,97,2147483647,2147483647,18,186,true,,551,LEFT,,551,0
552,552,390,138,LEFT,63,36,28,40,186,true,,552,RIGHT,,552,0
553,553,390,138,DOWN,106,24,2147483647,28,186,true,,553,UP,,553,0
554,554,390,138,LEFT,79,12,2147483647,16,186,true,,554,DOWN,,554,0
555,555,390,138,RIGHT,95,2147483647,2147483647,16,186,true,,555,LEFT,,555,0
556,556,390,139,LEFT,62,36,28,40,186,true,,556,DOWN,,556,0
557,557,390,139,DOWN,107,24,2147483647,28,186,true,,557,DOWN,,557,0
558,558,390,139,LEFT,78,12,2147483647,16,186,true,,558,RIGHT,,558,0
559,559,390,139,RIGHT,94,2147483647,2147483647,16,186,true,,559,RIGHT,,559,0
560,560,390,140,DOWN,92,37,29,40,186,true,,560,DOWN,,560,0
561,561,390,140,DOWN,107,27,2147483647,30,186,true,,561,UP,,561,0
562,562,390,140,LEFT,76,13,2147483647,14,186,true,,562,DOWN,,562,0
563,563,390,140,RIGHT,92,2147483647,2147483647,14,186,true,,563,DOWN,,563,0
564,564,390,141,DOWN,91,37,29,40,186,true,,564,RIGHT,,564,0
565,565,390,141,DOWN,108,27,2147483647,30,186,true,,565,RIGHT,,565,0
566,566,390,141,LEFT,75,13,2147483647,14,186,true,,566,UP,,566,0
567,567,390,141,RIGHT,91,2147483647,2147483647,14,186,true,,567,RIGHT,,567,0
568,568,390,142,DOWN,89,38,30,40,186,true,,568,LEFT,,568,0
569,569,390,142,DOWN,108,30,2147483647,32,186,true,,569,LEFT,,569,0
570,570,390,142,LEFT,75,2147483647,2147483647,12,186,true,,570,LEFT,,570,0
571,571,390,142,RIGHT,89,2147483647,2147483647,12,186,true,,571,LEFT,,571,0
572,572,390,143,DOWN,88,38,30,40,186,true,,572,UP,,572,0
573,573,390,143,DOWN,109,30,2147483647,32,186,true,,573,DOWN,,573,0
574,574,390,143,LEFT,76,2147483647,2147483647,12,186,true,,574,UP,,574,0
575,575,390,143,RIGHT,88,2147483647,2147483647,12,186,true,,575,UP,,575,0
576,576,390,144,DOWN,86,39,31,40,186,true,,576,RIGHT,,576,0
577,577,390,144,DOWN,109,33,2147483647,34,186,true,,577,LEFT,,577,2
578,578,390,144,LEFT,76,2147483647,2147483647,10,186,true,,578,LEFT,,578,2
579,579,390,144,RIGHT,86,2147483647,2147483647,10,186,true,,579,DOWN,,579,2
580,580,400,145,DOWN,85,39,31,40,185,true,,580,UP,,580,0
581,581,400,145,DOWN,110,33,2147483647,34,185,true,,581,UP,,581,0
582,582,400,145,LEFT,77,2147483647,2147483647,10,185,true,,582,UP,,582,0
583,583,400,145,RIGHT,85,2147483647,2147483647,10,185,true,,583,RIGHT,,583,0
584,584,400,146,DOWN,83,36,32,40,185,true,,584,RIGHT,,584,0
585,585,400,146,DOWN,110,32,2147483647,36,185,true,,585,RIGHT,,585,0
586,586,400,146,LEFT,77,2147483647,2147483647,8,185,true,,586,RIGHT,,586,0
587,587,400,146,RIGHT,83,2147483647,2147483647,8,185,true,,587,LEFT,,587,0
588,588,400,147,DOWN,82,36,32,40,185,true,,588,LEFT,,588,0
589,589,400,147,DOWN,111,32,2147483647,36,185,true,,589,UP,,589,0
590,590,400,147,LEFT,78,2147483647,2147483647,8,185,true,,590,RIGHT,,590,0
591,591,400,147,RIGHT,82,2147483647,2147483647,8,185,true,,591,UP,,591,0
592,592,400,148,DOWN,80,37,33,40,185,true,,592,UP,,592,0
593,593,400,148,DOWN,111,35,2147483647,38,185,true,,593,RIGHT,,593,2
594,594,400,148,LEFT,78,2147483647,2147483647,6,185,true,,594,UP,,594,2
595,595,400,148,RIGHT,80,2147483647,2147483647,6,185,true,,595,RIGHT,,595,2
596,596,410,149,DOWN,79,37,33,40,184,true,,596,DOWN,,596,0
597,597,410,149,DOWN,112,35,2147483647,38,184,true,,597,DOWN,,597,0
598,598,410,149,LEFT,79,2147483647,2147483647,6,184,true,,598,RIGHT,,598,0
599,599,410,149,RIGHT,79,2147483647,2147483647,6,184,true,,599,LEFT,,599,0
600,600,410,150,DOWN,77,38,34,40,184,true,,600,UP,,600,0
601,601,410,150,DOWN,112,38,2147483647,40,184,true,,601,DOWN,,601,0
602,602,410,150,LEFT,79,2147483647,2147483647,4,184,true,,602,RIGHT,,602,0
603,603,410,150,RIGHT,77,2147483647,2147483647,4,184,true,,603,DOWN,,603,0
604,604,410,151,DOWN,76,38,34,40,184,true,,604,RIGHT,,604,0
605,605,410,151,DOWN,113,38,2147483647,40,184,true,,605,DOWN,,605,0
606,606,410,151,LEFT,80,2147483647,2147483647,4,184,true,,606,RIGHT,,606,0
607,607,410,151,RIGHT,76,2147483647,2147483647,4,184,true,,607,UP,,607,0
608,608,410,152,DOWN,74,39,35,40,184,true,,608,DOWN,,608,0
609,609,410,152,DOWN,113,41,2147483647,42,184,true,,609,UP,,609,0
610,610,410,152,LEFT,80,2147483647,2147483647,2,184,true,,610,DOWN,,610,0
611,611,410,152,RIGHT,74,2147483647,2147483647,2,184,true,,611,DOWN,,611,0
612,612,410,153,DOWN,73,39,35,40,184,true,,612,RIGHT,,612,0
613,613,410,153,DOWN,114,41,2147483647,42,184,true,,613,LEFT,,613,0
614,614,410,153,LEFT,81,2147483647,2147483647,2,184,true,,614,LEFT,,614,0
615,615,410,153,RIGHT,73,2147483647,2147483647,2,184,true,,615,LEFT,,615,0
616,616,410,154,DOWN,73,36,36,40,184,true,,616,LEFT,,616,0
617,617,410,154,DOWN,114,40,2147483647,44,184,true,,617,DOWN,,617,0
618,618,410,154,LEFT,81,2147483647,2147483647,0,184,true,,618,DOWN,,618,0
619,619,410,154,RIGHT,73,2147483647,2147483647,0,184,true,,619,UP,,619,0
620,620,410,155,DOWN,74,36,36,40,184,true,,620,RIGHT,,620,0
621,621,410,155,DOWN,115,40,2147483647,44,184,true,,621,RIGHT,,621,0
622,622,410,155,LEFT,82,2147483647,2147483647,0,184,true,,622,RIGHT,,622,0
623,623,410,155,RIGHT,74,2147483647,2147483647,0,184,true,,623,LEFT,,623,0
624,624,410,156,DOWN,74,37,37,38,184,true,,624,DOWN,,624,0
625,625,410,156,DOWN,115,43,2147483647,44,184,true,,625,DOWN,,625,0
626,626,410,156,LEFT,82,2147483647,2147483647,2,184,true,,626,RIGHT,,626,0
627,627,410,156,RIGHT,74,2147483647,2147483647,2,184,true,,627,UP,,627,0
628,628,410,157,DOWN,75,37,37,38,184,true,,628,UP,,628,0
629,629,410,157,DOWN,116,43,2147483647,44,184,true,,629,UP,,629,0
630,630,410,157,LEFT,83,2147483647,2147483647,2,184,true,,630,UP,,630,0
631,631,410,157,RIGHT,75,2147483647,2147483647,2,184,true,,631,RIGHT,,631,0
632,632,410,158,DOWN,75,6,2147483647,36,184,true,,632,UP,,632,0
633,633,410,158,DOWN,116,42,2147483647,44,184,true,,633,RIGHT,,633,0
634,634,410,158,LEFT,83,2147483647,2147483647,4,184,true,,634,RIGHT,,634,0
635,635,410,158,RIGHT,75,2147483647,2147483647,4,184,true,,635,UP,,635,0
636,636,410,159,DOWN,76,6,2147483647,36,184,true,,636,LEFT,,636,0
637,637,410,159,DOWN,117,42,2147483647,44,184,true,,637,LEFT,,637,0
638,638,410,159,LEFT,84,2147483647,2147483647,4,184,true,,638,LEFT,,638,0
639,639,410,159,RIGHT,76,2147483647,2147483647,4,184,true,,639,DOWN,,639,0
640,640,410,160,DOWN,76,5,2147483647,34,184,true,,640,UP,,640,0
641,641,410,160,DOWN,117,41,2147483647,44,184,true,,641,DOWN,,641,0
642,642,410,160,LEFT,84,2147483647,2147483647,6,184,true,,642,RIGHT,,642,0
643,643,410,160,RIGHT,76,2147483647,2147483647,6,184,true,,643,RIGHT,,643,0
644,644,410,161,DOWN,77,5,2147483647,34,184,true,,644,LEFT,,644,0
645,645,410,161,DOWN,118,41,2147483647,44,184,true,,645,UP,,645,0
646,646,410,161,LEFT,85,2147483647,2147483647,6,184,true,,646,UP,,646,0
647,647,410,161,RIGHT,77,2147483647,2147483647,6,184,true,,647,DOWN,,647,0
648,648,410,162,DOWN,77,4,2147483647,32,184,true,,648,DOWN,,648,0
649,649,410,162,DOWN,118,40,2147483647,44,184,true,,649,RIGHT,,649,0
650,650,410,162,LEFT,85,2147483647,2147483647,8,184,true,,650,DOWN,,650,0
651,651,410,162,RIGHT,77,2147483647,2147483647,8,184,true,,651,RIGHT,,651,0
652,652,410,163,DOWN,78,4,2147483647,32,184,true,,652,RIGHT,,652,0
653,653,410,163,DOWN,119,40,2147483647,44,184,true,,653,DOWN,,653,0
654,654,410,163,LEFT,86,2147483647,2147483647,8,184,true,,654,LEFT,,654,0
655,655,410,163,RIGHT,78,2147483647,2147483647,8,184,true,,655,DOWN,,655,0
656,656,410,164,DOWN,78,3,2147483647,30,184,true,,656,DOWN,,656,0
657,657,410,164,DOWN,119,43,2147483647,44,184,true,,657,UP,,657,2
658,658,410,164,LEFT,86,2147483647,2147483647,10,184,true,,658,UP,,658,2
659,659,410,164,RIGHT,78,2147483647,2147483647,10,184,true,,659,LEFT,,659,2
660,660,420,165,DOWN,79,3,2147483647,30,183,true,,660,UP,,660,0
661,661,420,165,DOWN,120,43,2147483647,44,183,true,,661,RIGHT,,661,0
662,662,420,165,LEFT,87,2147483647,2147483647,10,183,true,,662,RIGHT,,662,0
663,663,420,165,RIGHT,79,2147483647,2147483647,10,183,true,,663,UP,,663,0
664,664,420,166,DOWN,79,2,2147483647,28,183,true,,664,LEFT,,664,0
665,665,420,166,DOWN,120,42,2147483647,44,183,true,,665,RIGHT,,665,0
666,666,420,166,LEFT,87,2147483647,2147483647,12,183,true,,666,RIGHT,,666,0
667,667,420,166,RIGHT,79,2147483647,2147483647,12,183,true,,667,UP,,667,0
668,668,420,167,DOWN,80,2,2147483647,28,183,true,,668,UP,,668,0
669,669,420,167,DOWN,121,42,2147483647,44,183,true,,669,RIGHT,,669,0
670,670,420,167,LEFT,88,2147483647,2147483647,12,183,true,,670,DOWN,,670,0
671,671,420,167,RIGHT,80,2147483647,2147483647,12,183,true,,671,UP,,671,0
672,672,420,168,DOWN,80,1,2147483647,26,183,true,,672,DOWN,,672,0
673,673,420,168,DOWN,121,41,2147483647,44,183,true,,673,DOWN,,673,2
674,674,420,168,LEFT,88,2147483647,2147483647,14,183,true,,674,LEFT,,674,2
675,675,420,168,RIGHT,80,13,2147483647,14,183,true,,675,DOWN,,675,2
676,676,430,169,DOWN,81,1,2147483647,26,182,true,,676,LEFT,,676,0
677,677,430,169,DOWN,122,41,2147483647,44,182,true,,677,RIGHT,,677,0
678,678,430,169,LEFT,89,2147483647,2147483647,14,182,true,,678,UP,,678,0
679,679,430,169,RIGHT,81,13,2147483647,14,182,true,,679,LEFT,,679,0
680,680,430,170,DOWN,81,0,2147483647,24,182,true,,680,DOWN,,680,0
681,681,430,170,DOWN,122,40,2147483647,44,182,true,,681,UP,,681,0
682,682,430,170,LEFT,89,2147483647,2147483647,16,182,true,,682,UP,,682,0
683,683,430,170,RIGHT,81,12,2147483647,16,182,true,,683,LEFT,,683,0
684,684,430,171,DOWN,82,0,2147483647,24,182,true,,684,LEFT,,684,0
685,685,430,171,DOWN,123,40,2147483647,44,182,true,,685,UP,,685,0
686,686,430,171,LEFT,90,2147483647,2147483647,16,182,true,,686,RIGHT,,686,0
687,687,430,171,RIGHT,82,12,2147483647,16,182,true,,687,UP,,687,0
688,688,430,172,LEFT,82,1,2147483647,22,182,true,,688,RIGHT,,688,0
689,689,430,172,DOWN,123,43,2147483647,46,182,true,,689,DOWN,,689,2
690,690,430,172,LEFT,90,2147483647,2147483647,18,182,true,,690,UP,,690,2
691,691,430,172,UP,82,15,2147483647,18,182,true,,691,RIGHT,,691,2
692,692,440,173,LEFT,83,1,2147483647,22,181,true,,692,LEFT,,692,0
693,693,440,173,DOWN,124,43,2147483647,46,181,true,,693,LEFT,,693,0
694,694,440,173,LEFT,91,2147483647,2147483647,18,181,true,,694,RIGHT,,694,0
695,695,440,173,UP,83,15,2147483647,18,181,true,,695,DOWN,,695,0
696,696,440,174,LEFT,83,2,2147483647,20,181,true,,696,UP,,696,0
697,697,440,174,DOWN,124,46,2147483647,48,181,true,,697,UP,,697,0
698,698,440,174,LEFT,91,2147483647,2147483647,20,181,true,,698,RIGHT,,698,0
699,699,440,174,UP,83,18,2147483647,20,181,true,,699,UP,,699,0
700,700,440,175,LEFT,84,2,2147483647,20,181,true,,700,RIGHT,,700,0
701,701,440,175,DOWN,125,46,2147483647,48,181,true,,701,RIGHT,,701,0
702,702,440,175,LEFT,92,2147483647,2147483647,20,181,true,,702,LEFT,,702,0
703,703,440,175,UP,84,18,2147483647,20,181,true,,703,UP,,703,0
704,704,440,176,LEFT,84,3,2147483647,18,181,true,,704,UP,,704,0
705,705,440,176,DOWN,125,45,49,50,181,true,,705,LEFT,,705,2
706,706,440,176,LEFT,92,2147483647,2147483647,22,181,true,,706,UP,,706,2
707,707,440,176,UP,84,17,2147483647,18,181,true,,707,LEFT,,707,2
708,708,450,177,LEFT,85,3,2147483647,18,180,true,,708,RIGHT,,708,0
709,709,450,177,DOWN,126,45,49,50,180,true,,709,UP,,709,0
710,710,450,177,LEFT,93,2147483647,2147483647,22,180,true,,710,LEFT,,710,0
711,711,450,177,UP,85,17,2147483647,18,180,true,,711,DOWN,,711,0
712,712,450,178,LEFT,83,4,2147483647,16,180,true,,712,LEFT,,712,0
713,713,450,178,DOWN,126,44,48,52,180,true,,713,DOWN,,713,0
714,714,450,178,LEFT,93,2147483647,2147483647,24,180,true,,714,RIGHT,,714,0
715,715,450,178,UP,83,12,2147483647,16,180,true,,715,DOWN,,715,0
716,716,450,179,LEFT,82,4,2147483647,16,180,true,,716,DOWN,,716,0
717,717,450,179,DOWN,127,44,48,52,180,true,,717,DOWN,,717,0
718,718,450,179,LEFT,94,2147483647,2147483647,24,180,true,,718,RIGHT,,718,0
719,719,450,179,UP,82,12,2147483647,16,180,true,,719,RIGHT,,719,0
720,720,450,180,LEFT,80,5,2147483647,14,180,true,,720,LEFT,,720,0
721,721,450,180,DOWN,180,51,47,54,180,true,,721,LEFT,,721,2
722,722,450,180,LEFT,94,2147483647,2147483647,26,180,true,,722,DOWN,,722,2
723,723,450,180,UP,80,11,2147483647,14,180,true,,723,DOWN,,723,2
724,724,460,181,LEFT,79,5,2147483647,14,179,true,,724,DOWN,,724,0
725,725,460,181,DOWN,179,51,47,54,179,true,,725,UP,,725,0
726,726,460,181,LEFT,95,2147483647,2147483647,26,179,true,,726,LEFT,,726,0
727,727,460,181,UP,79,11,2147483647,14,179,true,,727,LEFT,,727,0
728,728,460,182,LEFT,77,6,2147483647,12,179,true,,728,LEFT,,728,0
729,729,460,182,DOWN,177,54,46,56,179,true,,729,DOWN,,729,0
730,730,460,182,LEFT,95,26,2147483647,28,179,true,,730,LEFT,,730,0
731,731,460,182,UP,77,10,2147483647,12,179,true,,731,LEFT,,731,0
732,732,460,183,LEFT,76,6,2147483647,12,179,true,,732,UP,,732,0
733,733,460,183,DOWN,176,54,46,56,179,true,,733,DOWN,,733,0
734,734,460,183,LEFT,96,26,2147483647,28,179,true,,734,DOWN,,734,0
735,735,460,183,UP,76,10,2147483647,12,179,true,,735,LEFT,,735,0
736,736,460,184,LEFT,74,7,2147483647,10,179,true,,736,DOWN,,736,0
737,737,460,184,DOWN,174,53,45,58,179,true,,737,RIGHT,,737,2
738,738,460,184,LEFT,96,29,2147483647,30,179,true,,738,LEFT,,738,2
739,739,460,184,UP,74,9,2147483647,10,179,true,,739,UP,,739,2
740,740,470,185,LEFT,73,7,2147483647,10,178,true,,740,RIGHT,,740,0
741,741,470,185,DOWN,173,53,45,58,178,true,,741,DOWN,,741,0
742,742,470,185,LEFT,97,29,2147483647,30,178,true,,742,DOWN,,742,0
743,743,470,185,UP,73,9,2147483647,10,178,true,,743,DOWN,,743,0
744,744,470,186,LEFT,71,4,2147483647,8,178,true,,744,UP,,744,0
745,745,470,186,DOWN,171,52,44,60,178,true,,745,LEFT,,745,0
746,746,470,186,LEFT,97,28,2147483647,32,178,true,,746,UP,,746,0
747,747,470,186,UP,71,4,2147483647,8,178,true,,747,DOWN,,747,0
748,748,470,187,LEFT,70,4,2147483647,8,178,true,,748,LEFT,,748,0
749,749,470,187,DOWN,170,52,44,60,178,true,,749,DOWN,,749,0
750,750,470,187,LEFT,98,28,2147483647,32,178,true,,750,RIGHT,,750,0
751,751,470,187,UP,70,4,2147483647,8,178,true,,751,LEFT,,751,0
752,752,470,188,LEFT,68,5,2147483647,6,178,true,,752,UP,,752,0
753,753,470,188,DOWN,168,51,43,62,178,true,,753,LEFT,,753,2
754,754,470,188,LEFT,98,31,2147483647,34,178,true,,754,LEFT,,754,2
755,755,470,188,UP,68,3,2147483647,6,178,true,,755,RIGHT,,755,2
756,756,480,189,LEFT,67,5,2147483647,6,177,true,,756,RIGHT,,756,0
757,757,480,189,DOWN,167,51,43,62,177,true,,757,DOWN,,757,0
758,758,480,189,LEFT,99,31,2147483647,34,177,true,,758,UP,,758,0
759,759,480,189,UP,67,3,2147483647,6,177,true,,759,DOWN,,759,0
760,760,480,190,LEFT,65,2,2147483647,4,177,true,,760,UP,,760,0
761,761,480,190,DOWN,165,50,42,64,177,true,,761,RIGHT,,761,0
762,762,480,190,LEFT,97,34,2147483647,36,177,true,,762,UP,,762,0
763,763,480,190,UP,65,2,2147483647,4,177,true,,763,DOWN,,763,0
764,764,480,191,LEFT,64,2,2147483647,4,177,true,,764,DOWN,,764,0
765,765,480,191,DOWN,164,50,42,64,177,true,,765,UP,,765,0
766,766,480,191,LEFT,96,34,2147483647,36,177,true,,766,UP,,766,0
767,767,480,191,UP,64,2,2147483647,4,177,true,,767,LEFT,,767,0
768,768,480,192,LEFT,62,1,2147483647,2,177,true,,768,LEFT,,768,0
769,769,480,192,DOWN,162,49,41,66,177,true,,769,RIGHT,,769,2
770,770,480,192,LEFT,94,37,2147483647,38,177,true,,770,RIGHT,,770,2
771,771,480,192,UP,62,1,2147483647,2,177,true,,771,DOWN,,771,2
772,772,490,193,LEFT,61,1,2147483647,2,176,true,,772,RIGHT,,772,0
773,773,490,193,DOWN,161,49,41,66,176,true,,773,DOWN,,773,0
774,774,490,193,LEFT,93,37,2147483647,38,176,true,,774,DOWN,,774,0
775,775,490,193,UP,61,1,2147483647,2,176,true,,775,RIGHT,,775,0
776,776,490,194,LEFT,59,2147483647,2147483647,0,176,true,,776,DOWN,,776,0
777,777,490,194,DOWN,159,48,40,68,176,true,,777,UP,,777,0
778,778,490,194,LEFT,91,36,2147483647,40,176,true,,778,UP,,778,0
779,779,490,194,UP,59,2147483647,2147483647,0,176,true,,779,LEFT,,779,0
780,780,490,195,LEFT,58,2147483647,2147483647,0,176,true,,780,RIGHT,,780,0
781,781,490,195,DOWN,158,48,40,68,176,true,,781,UP,,781,0
782,782,490,195,LEFT,90,36,2147483647,40,176,true,,782,UP,,782,0
783,783,490,195,UP,58,2147483647,2147483647,0,176,true,,783,UP,,783,0
784,784,490,196,LEFT,56,1,2147483647,2,176,true,,784,UP,,784,0
785,785,490,196,DOWN,156,47,39,70,176,true,,785,RIGHT,,785,2
786,786,490,196,LEFT,88,39,2147483647,42,176,true,,786,RIGHT,,786,2
787,787,490,196,RIGHT,56,1,2147483647,2,176,true,,787,UP,,787,2
788,788,500,197,LEFT,55,1,2147483647,2,175,true,,788,RIGHT,,788,0
789,789,500,197,DOWN,155,47,39,70,175,true,,789,DOWN,,789,0
790,790,500,197,LEFT,87,39,2147483647,42,175,true,,790,LEFT,,790,0
791,791,500,197,RIGHT,55,1,2147483647,2,175,true,,791,DOWN,,791,0
792,792,500,198,LEFT,53,2,2147483647,4,175,true,,792,DOWN,,792,0
